Name,Description,Size,Script: On Execute,Gadget,Slots,NEED TOTAL?,Colour,Upgrade,Weaken,Alternate Status Trigger,SFX,Uses?,Cast Backwards?,Single use?,Tags,Witch Spell,Script: Before Combat,Script: After Combat,Script: Before Start Turn,Script: On Start Turn,Script: On any equipment use,Script: On any countdown reduce,Script: End Turn,Script: Before execute,Script: On Snap,Script: On Fury,Script: On Dodge
Kablammo_downgraded,[sword]<d6>. Snap 3 at once to|take an extra turn[;] immediately,1,attack(d); sfxdamage(target|d);,Time Stop,MAX3,,YELLOW,,,,,0,NO,NO,jesteronly,,,,,,,,,,if(snap==3){ sfx(~_fury~); self.endturnnow(); inflictself(EXTRATURN);};,,
Abracastabra,Deal [sword]8 damage if|this was cast this turn,1,if(e.getvar(~stablastturn~) != 1){attack(8); sfxdamage(target|8); sfx(~_magic~);};,Pea Gun,EVEN,,PURPLE,change_power,change_power,,,0,NO,NO,witchonly,1,,,,if(e.getvar(~stablastturn~) == 1){e.changecolour(~GRAY~); e.animate(~flashandshake~);};,,,e.setvar(~stablastturn~|1);,,,,
Abracastabra_upgraded,Deal [sword]12 damage if|this was cast this turn,1,if(e.getvar(~stablastturn~) != 1){attack(12); sfxdamage(target|12); sfx(~_magic~);};,Pea Gun,EVEN,,PURPLE,,,,,0,NO,NO,witchonly,,,,,if(e.getvar(~stablastturn~) == 1){e.changecolour(~GRAY~); e.animate(~flashandshake~);};,,,e.setvar(~stablastturn~|1);,,,,
Abracastabra_downgraded,Deal [sword]5 damage if|this was cast this turn,1,if(e.getvar(~stablastturn~) != 1){attack(5); sfxdamage(target|5); sfx(~_magic~);};,Pea Gun,EVEN,,PURPLE,,,,,0,NO,NO,witchonly,,,,,if(e.getvar(~stablastturn~) == 1){e.changecolour(~GRAY~); e.animate(~flashandshake~);};,,,e.setvar(~stablastturn~|1);,,,,
Second Sun,Deal [fire]7 damage[;] triple if|all enemy dice are burning,1,var dmg = 7; if(getstatus(FIRE) >= target.dice+target.extradice+target.bonusdice){dmg = dmg * 3;}; attack(dmg|FIRE); sfxdamage(target|dmg); sfx(~_fire~);,Heat Ray,COUNTDOWN,11,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,
Second Sun_upgraded,Deal [fire]11 damage[;] triple if|all enemy dice are burning,1,var dmg = 11; if(getstatus(FIRE) >= target.dice+target.extradice+target.bonusdice){dmg = dmg * 3;}; attack(dmg|FIRE); sfxdamage(target|dmg); sfx(~_fire~);,Heat Ray,COUNTDOWN,11,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Second Sun_downgraded,Deal [fire]5 damage[;] triple if|all enemy dice are burning,1,var dmg = 5; if(getstatus(FIRE) >= target.dice+target.extradice+target.bonusdice){dmg = dmg * 3;}; attack(dmg|FIRE); sfxdamage(target|dmg); sfx(~_fire~);,Heat Ray,COUNTDOWN,11,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Eternal Frostbite,Deal [ice]7 damage[;] triple if|all enemy dice are frozen,1,var dmg = 7; if(getstatus(ICE) >= target.dice+target.extradice+target.bonusdice){dmg = dmg * 3;}; attack(dmg|ICE); sfxdamage(target|dmg); sfx(~_ice~);,Arctic Storm,COUNTDOWN,11,BRIGHTCYAN,change_power,change_power,ice,,0,NO,NO,,,,,,,,,,,,,
Eternal Frostbite_upgraded,Deal [ice]11 damage[;] triple if|all enemy dice are frozen,1,var dmg = 11; if(getstatus(ICE) >= target.dice+target.extradice+target.bonusdice){dmg = dmg * 3;}; attack(dmg|ICE); sfxdamage(target|dmg); sfx(~_ice~);,Arctic Storm,COUNTDOWN,11,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Eternal Frostbite_downgraded,Deal [ice]5 damage[;] triple if|all enemy dice are frozen,1,var dmg = 5; if(getstatus(ICE) >= target.dice+target.extradice+target.bonusdice){dmg = dmg * 3;}; attack(dmg|ICE); sfxdamage(target|dmg); sfx(~_ice~);,Arctic Storm,COUNTDOWN,11,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,
Eternal Frostbite?,Do [ice]7 dmg[;] triple if enemy|has at least [ice]1 per dice,1,var dmg = 7; if(getstatus(ICE) >= target.dice+target.extradice+target.bonusdice){dmg = dmg * 3;}; attack(dmg|ICE); sfxdamage(target|dmg); sfx(~_ice~);,Arctic Storm,COUNTDOWN,11,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,alternateversion,,,,,,,,,,,,
Eternal Frostbite?_upgraded,Do [ice]11 dmg[;] triple if enemy|has at least [ice]1 per dice,1,var dmg = 11; if(getstatus(ICE) >= target.dice+target.extradice+target.bonusdice){dmg = dmg * 3;}; attack(dmg|ICE); sfxdamage(target|dmg); sfx(~_ice~);,Arctic Storm,COUNTDOWN,11,BRIGHTCYAN,,,,,0,NO,NO,alternateversion,,,,,,,,,,,,
Eternal Frostbite?_downgraded,Do [ice]5 dmg[;] triple if enemy|has at least [ice]1 per dice,1,var dmg = 5; if(getstatus(ICE) >= target.dice+target.extradice+target.bonusdice){dmg = dmg * 3;}; attack(dmg|ICE); sfxdamage(target|dmg); sfx(~_ice~);,Arctic Storm,COUNTDOWN,11,BRIGHTCYAN,,,,,0,NO,NO,alternateversion,,,,,,,,,,,,
Hold The Line,Gain [reduce]1 reduce. Gain [shield]3|too if your health is below 25%,1,inflictself(REDUCE); sfx(~_shield~); if(self.hp / self.maxhp < 0.25){inflictself(SHIELD|3);};,Pillow Fort,COUNTDOWN,5,ORANGE,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Hold The Line_upgraded,Gain [reduce]2 reduce. Gain [shield]3|too if your health is below 25%,1,inflictself(REDUCE|2); sfx(~_shield~); if(self.hp / self.maxhp < 0.25){inflictself(SHIELD|3);};,Pillow Fort,COUNTDOWN,5,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Hold The Line_downgraded,Gain [reduce]1 reduce,1,inflictself(REDUCE); sfx(~_shield~);,Pillow Fort,COUNTDOWN,5,ORANGE,,,,,0,YES,NO,,,,,,,,,,,,,
Headache,Do [sword]4[;] curse everyone|,1,attack(4); sfxdamage(target|4); inflict(CURSE); inflictself(CURSE); sfx(~_curse~);,Dramatic Pause,COUNTDOWN,5,PURPLE,change_power,change_power,,,-1,NO,NO,,,,,,,,,,,,,
Headache_upgraded,Do [sword]6[;] curse everyone|,1,attack(6); sfxdamage(target|6); inflict(CURSE); inflictself(CURSE); sfx(~_curse~);,Dramatic Pause,COUNTDOWN,5,PURPLE,,,,,-1,NO,NO,,,,,,,,,,,,,
Headache_downgraded,Do [sword]2[;] curse everyone|,1,attack(2); sfxdamage(target|2); inflict(CURSE); inflictself(CURSE); sfx(~_curse~);,Dramatic Pause,COUNTDOWN,5,PURPLE,,,,,-1,NO,NO,,,,,,,,,,,,,
Recurseion,Do [sword]4[;] curse enemy if you|used a Recurseion this turn,1,attack(4); sfxdamage(target|4); if(getstatus(~mf_recurseion~) > 0){inflict(CURSE); sfx(~_curse~);}else{sfx(~_magic~);}; inflict(~mf_recurseion~);,Dramatic Pause,EVEN,,PURPLE,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Recurseion_upgraded,Do [sword]7[;] curse enemy if you|used a Recurseion this turn,1,attack(7); sfxdamage(target|7); if(getstatus(~mf_recurseion~) > 0){inflict(CURSE); sfx(~_curse~);}else{sfx(~_magic~);}; inflict(~mf_recurseion~);,Dramatic Pause,EVEN,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Recurseion_downgraded,Do [sword]2[;] curse enemy if you|used a Recurseion this turn,1,attack(2); sfxdamage(target|2); if(getstatus(~mf_recurseion~) > 0){inflict(CURSE); sfx(~_curse~);}else{sfx(~_magic~);}; inflict(~mf_recurseion~);,Dramatic Pause,EVEN,,PURPLE,,,,,0,NO,NO,,,,,,,,,,,,,
Elementablast,Odd: [ice]1[;] Even: [fire]1|1-3: [weaken]1[;] 4-6: [shock]1,2,if(d%2 == 1){inflict(ICE); sfx(~_ice~);}; if(d%2 == 0){inflict(FIRE); sfx(~_fire~);}; if(d<4){inflict(WEAKEN); sfx(~_weaken~);}; if(d>3){inflict(SHOCK); sfx(~_shock~);}; ,JOAT Smash,NORMAL,,PINK,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Elementablast_upgraded,Odd: [ice]1[;] Even: [fire]1|1-3: [weaken]1[;] 4-6: [shock]1|,2,if(d%2 == 1){inflict(ICE); sfx(~_ice~);}; if(d%2 == 0){inflict(FIRE); sfx(~_fire~);}; if(d<4){inflict(WEAKEN); sfx(~_weaken~);}; if(d>3){inflict(SHOCK); sfx(~_shock~);}; ,JOAT Smash,NORMAL,,PINK,,,,,2,NO,NO,,,,,,,,,,,,,
Elementablast_downgraded,Odd: [ice]1[;] Even: [fire]1|1-3: [weaken]1[;] 4-6: [shock]1,2,if(d%2 == 1){inflict(ICE); sfx(~_ice~);}; if(d%2 == 0){inflict(FIRE); sfx(~_fire~);}; if(d<4){inflict(WEAKEN); sfx(~_weaken~);}; if(d>3){inflict(SHOCK); sfx(~_shock~);}; ,JOAT Smash,RANGE25,,PINK,,,,,0,NO,NO,,,,,,,,,,,,,
Morphing Egg,Contains an item that|only accepts a <d6>,1,var eq = new elements.Equipment(~~); var list = getequipmentlist(null | [~small~] | [~excludefromrandomlists~ | ~robotonly~ | ~witchonly~ | ~cannotsteal~ | ~final~ | ~powercard~ | ~alternateversion~]); eq.create(rand(list)); function checkslots(eq){if(eq.getslots().length == 0){return false;}; if(eq.countdown > 0){return false;}; if(eq.needsdoubles){return false;}; var flag = false; for(s in eq.getslots()){trace(s); if(s.indexOf(~FREE~) == -1 && s.indexOf(~REQUIRE~+d) == -1){return false;} if(flag && s.indexOf(~REQUIRE~+d) > -1){return false;}else if(s.indexOf(~REQUIRE~+d) > -1){flag = true;};}; return true; }; while(!checkslots(eq)){eq.create(rand(list));}; var name = eq.name; eq.y = -9999; eq.ready=false; eq.dispose(); giveequipment(name | true | false | e);,Mass Polymorph,MIN4,,YELLOW,change_power,change_power,,,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Morphing Egg_upgraded,Contains an upgraded item|that only accepts a <d6>,1,var eq = new elements.Equipment(~~); var list = getequipmentlist(null | [~small~] | [~excludefromrandomlists~ | ~robotonly~ | ~witchonly~ | ~cannotsteal~ | ~final~ | ~powercard~ | ~alternateversion~]); eq.create(rand(list)); function checkslots(eq){if(eq.getslots().length == 0){return false;}; if(eq.countdown > 0){return false;}; if(eq.needsdoubles){return false;}; var flag = false; for(s in eq.getslots()){trace(s); if(s.indexOf(~FREE~) == -1 && s.indexOf(~REQUIRE~+d) == -1){return false;} if(flag && s.indexOf(~REQUIRE~+d) > -1){return false;}else if(s.indexOf(~REQUIRE~+d) > -1){flag = true;};}; return true; }; while(!checkslots(eq)){eq.create(rand(list));}; var name = eq.name; eq.y = -9999; eq.ready=false; eq.dispose(); giveequipment(name | true | false | e);,Mass Polymorph,NORMAL,,YELLOW,,,,,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Morphing Egg_downgraded,Contains an item that|only accepts a <d6>,1,var eq = new elements.Equipment(~~); var list = getequipmentlist(null | [~small~] | [~excludefromrandomlists~ | ~robotonly~ | ~witchonly~ | ~cannotsteal~ | ~final~ | ~powercard~ | ~alternateversion~]); eq.create(rand(list)); function checkslots(eq){if(eq.getslots().length == 0){return false;}; if(eq.countdown > 0){return false;}; if(eq.needsdoubles){return false;}; var flag = false; for(s in eq.getslots()){trace(s); if(s.indexOf(~FREE~) == -1 && s.indexOf(~REQUIRE~+d) == -1){return false;} if(flag && s.indexOf(~REQUIRE~+d) > -1){return false;}else if(s.indexOf(~REQUIRE~+d) > -1){flag = true;};}; return true; }; while(!checkslots(eq)){eq.create(rand(list));}; var name = eq.name; eq.y = -9999; eq.ready=false; eq.dispose(); giveequipment(name | true | false | e);,Mass Polymorph,REQUIRE4,,YELLOW,,,,,0,YES,NO,excludefromrandomlists|cannotreuse,,,,,,,,,,,e.preventdefault = true; e.maintainfury = true;,
Shadow Spell,Deal [sword]5 damage|Blind [blind]2 dice,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflict(BLIND|2); sfx(~_blind~);,Smoke Cloud,REQUIRE1,,GRAY,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Shadow Spell_upgraded,Deal [sword]5 damage|Blind [blind]5 dice,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflict(BLIND|5); sfx(~_blind~);,Smoke Cloud,REQUIRE1,,GRAY,,,,,0,NO,NO,,,,,,,,,,,,,
Shadow Spell_downgraded,Deal [sword]5 damage|Blind [blind]1 dice,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflict(BLIND); sfx(~_blind~);,Smoke Cloud,REQUIRE1,,GRAY,,,,,0,NO,NO,,,,,,,,,,,,,
Shadow Spell?,Deal [sword]5 damage|Inflict [blind]2 turns of Blind,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflict(BLIND|2); sfx(~_blind~);,Smoke Cloud,REQUIRE1,,GRAY,change_power,change_power,,,0,NO,NO,alternateversion,1,,,,,,,,,,,
Shadow Spell?_upgraded,Deal [sword]5 damage|Inflict [blind]5 turns of Blind,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflict(BLIND|5); sfx(~_blind~);,Smoke Cloud,REQUIRE1,,GRAY,,,,,0,NO,NO,alternateversion,,,,,,,,,,,,
Shadow Spell?_downgraded,Deal [sword]5 damage|Inflict [blind]1 turns of Blind,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflict(BLIND); sfx(~_blind~);,Smoke Cloud,REQUIRE1,,GRAY,,,,,0,NO,NO,alternateversion,,,,,,,,,,,,
Regen Spell,Deal [sword]5 damage[;] heal|[heal]1 per turn for [regen]2 turns,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflictself(~regen2~); sfx(~_cure~);,Regenerate,REQUIRE4,,GREEN,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,inflictself(~regen2~); sfx(~_cure~);
Regen Spell_upgraded,Deal [sword]5 damage[;] heal|[heal]1 per turn for [regen]4 turns,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflictself(~regen4~); sfx(~_cure~);,Regenerate,REQUIRE4,,GREEN,,,,,0,NO,NO,,,,,,,,,,,,,inflictself(~regen4~); sfx(~_cure~);
Regen Spell_downgraded,Deal [sword]3 damage[;] heal|[heal]1 per turn for [regen]2 turns,1,attack(3); sfxdamage(target|3); sfx(~_magic~); inflictself(~regen2~); sfx(~_cure~);,Regenerate,REQUIRE4,,GREEN,,,,,0,NO,NO,,,,,,,,,,,,,inflictself(~regen2~); sfx(~_cure~);
Blood Spell,Deal [sword]5 damage[;] and|[sword]1 per turn for 4 turns,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflict(~bleed4~); sfx(~_poison~);,Pea Gun,REQUIRE3,,RED,change_power,change_power,,,0,NO,NO,,1,,,,,,,,,,,
Blood Spell_upgraded,Deal [sword]5 damage[;] and|[sword]1 per turn for 6 turns,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflict(~bleed6~); sfx(~_poison~);,Pea Gun,REQUIRE3,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Blood Spell_downgraded,Deal [sword]5 damage[;] and|[sword]1 per turn for 2 turns,1,attack(5); sfxdamage(target|5); sfx(~_magic~); inflict(~bleed2~); sfx(~_poison~);,Pea Gun,REQUIRE3,,RED,,,,,0,NO,NO,,,,,,,,,,,,,
Cancel,Negate the enemy's|first move,2,,Megacurse,MIN5|MIN5,,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Cancel_upgraded,Negate the enemy's|first move,2,,Megacurse,MIN5|MIN5,,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Cancel_downgraded,Negate the enemy's|first move,2,,Megacurse,MIN5|MIN5,,BRIGHTCYAN,,,,,0,NO,NO,excludefromrandomlists,,,,,,,,,,,,
Flame Launch,Roll a new dice[;] deal [fire] fire|dmg equal to its value,1,var r = rand([1|2|3|4|5|6]); givedice(r); attack(r[;]FIRE); sfx(~_fire~); sfxdamage(target|r);,Blowtorch,COUNTDOWN,6,RED,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,givedice();
Flame Launch_upgraded,Roll a new dice[;] deal [fire] fire|dmg equal to its value|,1,var r = rand([1|2|3|4|5|6]); givedice(r); attack(r[;]FIRE); sfx(~_fire~); sfxdamage(target|r);,Blowtorch,COUNTDOWN,6,RED,,,,,2,NO,NO,,,,,,,,,,,,,givedice();
Flame Launch_downgraded,Roll a [fire] burning dice[;] deal|[fire] fire dmg equal to its value,1,var r = rand([1|2|3|4|5|6]); givedice(r); var last; for(mydice in self.dicepool){if(mydice.available()){last = mydice;};}; var anim = ~fire~; if(runscript(~morefluff/isalt~|[~fire~])){anim = ~alternate_fire~;}; last.animate(anim); attack(r[;]FIRE); sfx(~_fire~); sfxdamage(target|r);,Blowtorch,COUNTDOWN,6,RED,,,,,0,NO,NO,,,,,,,,,,,,,var r = rand([1|2|3|4|5|6]); givedice(r); var last; for(mydice in self.dicepool){if(mydice.available()){last = mydice;};}; var anim = ~fire~; if(runscript(~morefluff/isalt~|[~fire~])){anim = ~alternate_fire~;}; last.animate(anim);
Frost Launch,Roll a new dice[;] deal [ice] ice|dmg equal to its value,1,var r = rand([1|2|3|4|5|6]); givedice(r); attack(r[;]ICE); sfx(~_ice~); sfxdamage(target|r);,Refrigerator,COUNTDOWN,6,BRIGHTCYAN,change_power,change_power,,,0,NO,NO,,,,,,,,,,,,,givedice();
Frost Launch_upgraded,Roll a new dice[;] deal [ice] ice|dmg equal to its value|,1,var r = rand([1|2|3|4|5|6]); givedice(r); attack(r[;]ICE); sfx(~_ice~); sfxdamage(target|r);,Refrigerator,COUNTDOWN,6,BRIGHTCYAN,,,,,2,NO,NO,,,,,,,,,,,,,givedice();
Frost Launch_downgraded,Roll a [ice]frozen dice[;] deal|[ice]ice dmg equal to its value,1,var r = rand([1|2|3|4|5|6]); givedice(r); var last; for(mydice in self.dicepool){if(mydice.available()){last = mydice;};}; var anim = ~ice~; if(runscript(~morefluff/isalt~|[~ice~])){anim = ~alternate_ice~; sfx(~_dicefreeze~); if(r == 1){attack(1|ICE);}else{attack(r-1|ICE);};}else{attack(1|ICE);}; last.animate(anim); sfx(~_ice~); sfxdamage(target|r);,Refrigerator,COUNTDOWN,6,BRIGHTCYAN,,,,,0,NO,NO,,,,,,,,,,,,,var r = rand([1|2|3|4|5|6]); givedice(r); var last; for(mydice in self.dicepool){if(mydice.available()){last = mydice;};}; var anim = ~ice~; if(runscript(~morefluff/isalt~|[~ice~])){anim = ~alternate_ice~; sfx(~_dicefreeze~);}; last.animate(~ice~);
Healing Song,Recover [heal]1 health|Roll a 1,1,attackself(-1); givedice(1); sfx(~_heal~);,Regenerate,NORMAL,,GREEN,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Healing Song_upgraded,Recover [heal]2 health|Roll two 1s,1,attackself(-2); givedice([1|1]); sfx(~_heal~);,Regenerate,NORMAL,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Healing Song_downgraded,Recover [heal]1 health|Roll a 1,1,attackself(-1); givedice(1); sfx(~_heal~);,Regenerate,MAX3,,GREEN,,,,,0,YES,NO,,,,,,,,,,,,,
Integrated GPU,Reset all dice options,1,if(!simulation && self != null){ var skillcard = self.getskillcard(); skillcard.equipmentpanel.hardreset(); skillcard.animate(~flash~); };sfx(~_magic~);,Magic Dice,LOCKED5,,PINK,change_power,change_power,,none,0,YES,NO,robotonly|excludefromrandomlists,,,,,,,,,,,,
Integrated GPU_upgraded,Reset all dice options,1,if(!simulation && self != null){ var skillcard = self.getskillcard(); skillcard.equipmentpanel.hardreset(); skillcard.animate(~flash~); };sfx(~_magic~);,Magic Dice,LOCKED4,,PINK,,,,none,0,YES,NO,robotonly|excludefromrandomlists,,,,,,,,,,,,
Integrated GPU_downgraded,Reset all dice options,1,if(!simulation && self != null){ var skillcard = self.getskillcard(); skillcard.equipmentpanel.hardreset(); skillcard.animate(~flash~); };sfx(~_magic~);,Magic Dice,LOCKED6,,PINK,,,,none,0,YES,NO,robotonly|excludefromrandomlists,,,,,,,,,,,,
Jumper Cables,Reset all dice options|Shock [shock]all your items,1,if(!simulation && self != null){ var skillcard = self.getskillcard(); skillcard.equipmentpanel.hardreset(); skillcard.animate(~flash~); }; inflictself(SHOCK[;]ALL); self.applyequipmentcurses(); sfx(~_shock~);,Magic Dice,EVEN,,BRIGHTCYAN,change_power,change_power,,,0,YES,NO,robotonly|excludefromrandomlists,,,,,,,,,,,,
Jumper Cables_upgraded,Reset all dice options|Shock [shock]all your items,1,if(!simulation && self != null){ var skillcard = self.getskillcard(); skillcard.equipmentpanel.hardreset(); skillcard.animate(~flash~); }; inflictself(SHOCK[;]ALL); self.applyequipmentcurses(); sfx(~_shock~);,Magic Dice,NORMAL,,BRIGHTCYAN,,,,,0,YES,NO,robotonly|excludefromrandomlists,,,,,,,,,,,,
Jumper Cables_downgraded,Reset all dice options|Shock [shock]all your items,1,if(!simulation && self != null){ var skillcard = self.getskillcard(); skillcard.equipmentpanel.hardreset(); skillcard.animate(~flash~); }; inflictself(SHOCK[;]ALL); self.applyequipmentcurses(); sfx(~_shock~);,Magic Dice,REQUIRE4,,BRIGHTCYAN,,,,,0,YES,NO,robotonly|excludefromrandomlists,,,,,,,,,,,,
Spellburst,Roll 3 extra dice[;] disable|your spellbook this battle,1,if(simulation){bonus(-10000);}else{var amount = 3; var dicearray = []; for(x in 0...amount){ dicearray.push(rand([1[;]2[;]3[;]4[;]5[;]6])); }; givedice(dicearray); inflictself(~nospellbook~); sfx(~_recycle~);};,Magic Dice,NORMAL,,YELLOW,change_power,change_power,,,0,YES,NO,witchonly,1,,,,,,,,,,,
Spellburst_upgraded,Roll 4 extra dice[;] disable|your spellbook this battle,1,if(simulation){bonus(-10000);}else{var amount = 4; var dicearray = []; for(x in 0...amount){ dicearray.push(rand([1[;]2[;]3[;]4[;]5[;]6])); }; givedice(dicearray); inflictself(~nospellbook~); sfx(~_recycle~);};,Magic Dice,NORMAL,,YELLOW,,,,,0,YES,NO,witchonly,,,,,,,,,,,,
Spellburst_downgraded,Roll 2 extra dice[;] disable|your spellbook this battle,1,if(simulation){bonus(-10000);}else{var amount = 2; var dicearray = []; for(x in 0...amount){ dicearray.push(rand([1[;]2[;]3[;]4[;]5[;]6])); }; givedice(dicearray); inflictself(~nospellbook~); sfx(~_recycle~);};,Magic Dice,NORMAL,,YELLOW,,,,,0,YES,NO,witchonly,,,,,,,,,,,,
Bronze Medal,Gain [star]<d6> limit break charge,1,self.limitvalue+=3; if(self.limitvalue > self.limitmax){self.limitvalue = self.limitmax;}; sfx(~_magic~);,Unlimited Limit,MAX3,,YELLOW,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Bronze Medal_upgraded,Gain [star]<d6> limit break charge,1,self.limitvalue+=3; if(self.limitvalue > self.limitmax){self.limitvalue = self.limitmax;}; sfx(~_magic~);,Unlimited Limit,MAX4,,YELLOW,,,,,0,YES,NO,,,,,,,,,,,,,
Bronze Medal_downgraded,Gain [star]<d6> limit break charge,1,self.limitvalue+=3; if(self.limitvalue > self.limitmax){self.limitvalue = self.limitmax;}; sfx(~_magic~);,Unlimited Limit,MAX2,,YELLOW,,,,,0,YES,NO,,,,,,,,,,,,,
Participation Award,Return the dice[;] duplicate it|if your limit is full,1,if(self.limitvalue >= self.limitmax){givedice([d|d]);}else{givedice(d);};,Unlimited Limit,NORMAL,,YELLOW,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Participation Award_upgraded,Return the dice[;] get 3 copies|if your limit is full,1,if(self.limitvalue >= self.limitmax){givedice([d|d|d]);}else{givedice(d);};,Unlimited Limit,NORMAL,,YELLOW,,,,,0,YES,NO,,,,,,,,,,,,,
Participation Award_downgraded,Return the dice[;] duplicate it|if your limit is full,1,if(self.limitvalue >= self.limitmax){givedice([d|d]);}else{givedice(d);};,Unlimited Limit,MIN4,,YELLOW,,,,,0,YES,NO,,,,,,,,,,,,,
Booby Prize,If you have any limit charge[;]|consume it to inflict [curse]1 curse|Return the dice,1,if(self.limitvalue > 0){inflict(CURSE); sfx(~_curse~); self.limitvalue=0;}; givedice(d);,Unlimited Limit,EVEN,,PURPLE,change_power,change_power,,,0,YES,NO,,,,,,,,,,,,,
Booby Prize_upgraded,If you have any limit charge[;]|consume it to inflict [curse]1 curse|Return the dice,1,if(self.limitvalue > 0){inflict(CURSE); sfx(~_curse~); self.limitvalue=0;}; givedice(d);,Unlimited Limit,NORMAL,,PURPLE,,,,,0,YES,NO,,,,,,,,,,,,,
Booby Prize_downgraded,If you have any limit charge[;]|consume it to inflict [curse]1 curse|Return the dice,1,if(self.limitvalue > 0){inflict(CURSE); sfx(~_curse~); self.limitvalue=0;}; givedice(d);,Unlimited Limit,REQUIRE2,,PURPLE,,,,,0,YES,NO,,,,,,,,,,,,,
